,ObjectID,GlobalID,consent,genero,bairro,bairro_outro,is_fisher,arte,arte_outra,arte_princip,familia_pesc,switch,familia_groupos,familia_artes_count,prod,prod_outra,prod_count,prod_list,prod_ordered,CreationDate,Creator,EditDate,Editor,Apontamentos,ccp,x,y,gleaner,fisher
363,364,08a2181b-386d-49f0-92ab-d1364f9b8f01,sim,homen,nhambanda,,sim,rede_emalhar,,rede_emalhar,sim,,"mulheres_adultos,meninos",2,"6_sigulula,1_mihili,2_mavionho,3_salani,28_nharongue,4_dzipata,5_dzipata",,7,"6_sigulula,1_mihili,2_mavionho,3_salani,28_nharongue,4_dzipata,5_dzipata","1_mihili,28_nharongue,3_salani,4_dzipata,5_dzipata,6_sigulula,2_mavionho",10/11/2022 10:00:46 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.37897399,-23.75324545,no,yes
364,365,543dcf2f-071c-43fd-9ee2-680aee9098ea,sim,mulher,njuga,,sim,"rec,tarrafa",,"tarrafa,rec",nao,,,0,"56_mavandzi,63_nhamunhe,62_giralakhokho,69_simbatsani,71_nhasastani",,5,"56_mavandzi,63_nhamunhe,62_giralakhokho,69_simbatsani,71_nhasastani","56_mavandzi,63_nhamunhe,69_simbatsani,62_giralakhokho,71_nhasastani",10/11/2022 10:00:47 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38422382,-23.73817561,yes,no
365,366,ecaf41bf-e984-4440-82f6-e18011d1d6e1,sim,homen,njuga,,sim,gamboa,,gamboa,nao,,,0,"1_mihili,6_sigulula,2_mavionho,50_dzindrolo",,4,"1_mihili,6_sigulula,2_mavionho,50_dzindrolo","1_mihili,6_sigulula,2_mavionho,50_dzindrolo",10/11/2022 10:00:48 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38437408,-23.73764686,no,yes
366,367,0ab85970-875f-4d04-8bb0-ab17c9ef8fbe,sim,mulher,njuga,,sim,"rec,tarrafa",,"rec,tarrafa",nao,,,0,"69_simbatsani,53_masaba,67_giredenene,77_tsanga,50_dzindrolo,71_nhasastani,63_nhamunhe",,7,"69_simbatsani,53_masaba,67_giredenene,77_tsanga,50_dzindrolo,71_nhasastani,63_nhamunhe","50_dzindrolo,53_masaba,63_nhamunhe,71_nhasastani,69_simbatsani,77_tsanga,67_giredenene",10/11/2022 10:00:49 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38360922,-23.72789659,yes,no
367,368,14bd86e1-4e09-4f42-9b57-d5f264248285,sim,mulher,njuga,,sim,"rec,tarrafa",,"tarrafa,rec",nao,,,0,"53_masaba,56_mavandzi,69_simbatsani,63_nhamunhe,71_nhasastani,50_dzindrolo",,6,"53_masaba,56_mavandzi,69_simbatsani,63_nhamunhe,71_nhasastani,50_dzindrolo","53_masaba,50_dzindrolo,56_mavandzi,63_nhamunhe,69_simbatsani,71_nhasastani",10/11/2022 10:00:50 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.3836144,-23.72791006,yes,no
368,369,e25ffc98-7884-4818-afac-3cbd90c454e8,sim,mulher,njuga,,sim,rec,,rec,sim,,mulheres_adultos,1,"50_dzindrolo,72_nhamuele,61_mapalo_mavalo,78_togoma,69_simbatsani,63_nhamunhe",,6,"50_dzindrolo,72_nhamuele,61_mapalo_mavalo,78_togoma,69_simbatsani,63_nhamunhe","50_dzindrolo,63_nhamunhe,61_mapalo_mavalo,69_simbatsani,78_togoma,72_nhamuele",10/11/2022 10:00:51 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38404862,-23.74119674,yes,no
369,370,d97508e7-b5f1-4ded-bcb8-2e0f7ab4eacb,sim,mulher,njuga,,sim,rec,,rec,nao,,,0,"50_dzindrolo,79_guikhokoroma,69_simbatsani",,3,"50_dzindrolo,79_guikhokoroma,69_simbatsani","50_dzindrolo,69_simbatsani,79_guikhokoroma",10/11/2022 10:00:52 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38404629,-23.74121727,yes,no
370,371,1efccdf8-a1e8-434c-bd3b-86bf22541096,sim,mulher,njuga,,sim,rec,,rec,nao,,,0,"50_dzindrolo,69_simbatsani",,2,"50_dzindrolo,69_simbatsani","50_dzindrolo,69_simbatsani",10/11/2022 10:00:53 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38404915,-23.74121782,yes,no
371,372,2669c28c-f516-4feb-9185-885c93d285f1,sim,mulher,njuga,,sim,"rec,tarrafa",,"rec,tarrafa",nao,,,0,"50_dzindrolo,61_mapalo_mavalo,75_nvuma,79_guikhokoroma,56_mavandzi",,5,"50_dzindrolo,61_mapalo_mavalo,75_nvuma,79_guikhokoroma,56_mavandzi","56_mavandzi,50_dzindrolo,61_mapalo_mavalo,75_nvuma,79_guikhokoroma",10/11/2022 10:00:54 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38404853,-23.74121813,yes,no
372,373,2e11ed5a-5e60-4f93-8886-fb7295a0e89e,sim,homen,njuga,,sim,"giola,rec",,"giola,rec",sim,,mulheres_adultos,1,"50_dzindrolo,24_nhabugue,35_likerere,5_dzipata,79_guikhokoroma",,5,"50_dzindrolo,24_nhabugue,35_likerere,5_dzipata,79_guikhokoroma","24_nhabugue,50_dzindrolo,79_guikhokoroma,5_dzipata,35_likerere",10/11/2022 10:00:55 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.3840465,-23.74122816,no,yes
373,374,7a0b3cb8-b2d4-4c5a-82a1-eb3d84e9d715,sim,mulher,njuga,,sim,rec,,rec,nao,,,0,"50_dzindrolo,79_guikhokoroma,62_giralakhokho",,3,"50_dzindrolo,79_guikhokoroma,62_giralakhokho","50_dzindrolo,79_guikhokoroma,62_giralakhokho",10/11/2022 10:00:59 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38402683,-23.74124309,yes,no
374,375,a48a4ddf-3235-4307-9764-e46069a32a97,sim,mulher,njuga,,sim,rec,,rec,nao,,,0,"50_dzindrolo,79_guikhokoroma,78_togoma,62_giralakhokho",,4,"50_dzindrolo,79_guikhokoroma,78_togoma,62_giralakhokho","50_dzindrolo,79_guikhokoroma,62_giralakhokho,78_togoma",10/11/2022 10:01:00 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38405608,-23.74125868,yes,no
375,376,4a3f4822-b57f-4412-ab54-7f0551692b43,sim,homen,njuga,,sim,linha,,linha,nao,,,0,"1_mihili,6_sigulula,5_dzipata",,3,"1_mihili,6_sigulula,5_dzipata",,10/11/2022 10:01:01 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,tinga tinga ,njuga,35.38196451,-23.74816987,no,yes
376,377,6fbe0332-6de7-47c8-83b9-da470a9cb674,sim,homen,josina_machel,,sim,rede_arrasto,,rede_arrasto,sim,,homens_adultos,1,"3_salani,1_mihili,8_tendre,7_carapo_tara",,4,"3_salani,1_mihili,8_tendre,7_carapo_tara","1_mihili,7_carapo_tara,3_salani,8_tendre",10/12/2022 8:21:55 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49738828,-23.84753827,no,yes
377,378,5eaf06e7-13a7-4ab6-bb94-f413418c68ff,sim,homen,josina_machel,,sim,linha,,linha,nao,,,0,"2_mavionho,1_mihili,3_salani,6_sigulula,5_dzipata",,5,"2_mavionho,1_mihili,3_salani,6_sigulula,5_dzipata","1_mihili,3_salani,2_mavionho,6_sigulula,5_dzipata",10/12/2022 8:21:57 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49487738,-23.8466102,no,yes
378,379,cf912be7-37a0-45db-8af8-62597a7d2702,sim,homen,josina_machel,,sim,linha,,linha,sim,,homens_adultos,1,"1_mihili,2_mavionho,3_salani,6_sigulula,50_dzindrolo",,5,"1_mihili,2_mavionho,3_salani,6_sigulula,50_dzindrolo","1_mihili,2_mavionho,50_dzindrolo,3_salani,6_sigulula",10/12/2022 8:21:58 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49487317,-23.84663503,no,yes
379,380,fecd9cb7-3fe2-457e-a77b-4b06536fcca9,sim,homen,josina_machel,,sim,rede_arrasto,,rede_arrasto,sim,,mulheres_adultos,1,"1_mihili,3_salani,7_carapo_tara,54_honho,55_gudua,53_masaba,14_tsakanhani",,7,"1_mihili,3_salani,7_carapo_tara,54_honho,55_gudua,53_masaba,14_tsakanhani","7_carapo_tara,53_masaba,54_honho,55_gudua,1_mihili,3_salani,14_tsakanhani",10/12/2022 8:21:59 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49499577,-23.84666345,no,yes
380,381,89561127-c3da-4cf0-abba-27636eb3c533,sim,homen,josina_machel,,sim,linha,,linha,nao,,,0,"1_mihili,2_mavionho,7_carapo_tara,5_dzipata,6_sigulula",,5,"1_mihili,2_mavionho,7_carapo_tara,5_dzipata,6_sigulula","1_mihili,2_mavionho,7_carapo_tara,6_sigulula,5_dzipata",10/12/2022 8:22:01 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49501057,-23.84665958,no,yes
381,382,19025f9f-72d9-4543-b894-d8f049069995,sim,homen,josina_machel,,sim,mergulho,,mergulho,sim,,"homens_adultos,mulheres_adultos",2,"50_dzindrolo,55_gudua,8_tendre,60_matewo",,4,"50_dzindrolo,55_gudua,8_tendre,60_matewo","50_dzindrolo,8_tendre,55_gudua,60_matewo",10/12/2022 8:22:02 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,0.0,0.0,no,yes
382,383,517a37df-d3b8-478e-a290-34a975441e8f,sim,homen,josina_machel,,sim,"gamboa,linha",,"gamboa,linha",nao,,,0,"7_carapo_tara,12_xereua,3_salani,2_mavionho,30_kuku,54_honho,55_gudua,26_kolokolo,21_mbabe,32_xereua",,10,"7_carapo_tara,12_xereua,3_salani,2_mavionho,30_kuku,54_honho,55_gudua,26_kolokolo,21_mbabe,32_xereua","32_xereua,26_kolokolo,7_carapo_tara,54_honho,55_gudua,30_kuku,12_xereua,21_mbabe,2_mavionho,3_salani",10/12/2022 8:22:03 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49495575,-23.84669612,no,yes
383,384,6265a2ba-fc59-4364-8b77-3ff12e87ff83,sim,mulher,josina_machel,,sim,rec,,rec,nao,,,0,60_matewo,,1,60_matewo,60_matewo,10/12/2022 8:22:04 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49501276,-23.84641134,yes,no
384,385,7f6436f3-c1c1-4522-b6e6-03ea128be310,sim,mulher,josina_machel,,sim,"rec,tarrafa",,"rec,tarrafa",nao,,,0,"56_mavandzi,60_matewo",,2,"56_mavandzi,60_matewo","60_matewo,56_mavandzi",10/12/2022 8:22:05 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49503419,-23.84643521,yes,no
385,386,f9dce27e-ed06-4deb-a885-4eaa9a7ef2d9,sim,mulher,josina_machel,,sim,rec,,rec,nao,,,0,"50_dzindrolo,61_mapalo_mavalo,60_matewo",,3,"50_dzindrolo,61_mapalo_mavalo,60_matewo","50_dzindrolo,60_matewo,61_mapalo_mavalo",10/12/2022 8:22:06 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49488205,-23.84664619,yes,no
386,387,1b95bed8-afa1-41fd-90ef-9301a6ee2eb4,sim,mulher,josina_machel,,sim,rec,,rec,nao,,,0,"60_matewo,61_mapalo_mavalo",,2,"60_matewo,61_mapalo_mavalo","60_matewo,61_mapalo_mavalo",10/12/2022 8:22:08 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,josina_machel,35.49488937,-23.84667081,yes,no
387,388,f18e7cfc-2ec5-4ade-aa6f-10edfbb5cd8d,sim,mulher,malehice_nhanala,,sim,rec,,rec,nao,,,0,"68_nhanguedwa,56_mavandzi",,2,"68_nhanguedwa,56_mavandzi","56_mavandzi,68_nhanguedwa",10/13/2022 7:52:52 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34435446,-23.9878884,yes,no
388,389,c1987955-194d-4b08-a266-576685d84359,sim,mulher,malehice_nhanala,,sim,"rec,gamboa",,"gamboa,rec",sim,,homens_adultos,1,"56_mavandzi,6_sigulula,2_mavionho",,3,"56_mavandzi,6_sigulula,2_mavionho","2_mavionho,56_mavandzi,6_sigulula",10/13/2022 7:52:54 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34434951,-23.98788168,no,yes
389,390,1cf50289-e23e-4b9e-bb78-df0981cb2fa7,sim,homen,madava,,sim,"rede_emalhar,rec",,"rede_emalhar,rec",sim,,mulheres_adultos,1,"56_mavandzi,53_masaba,50_dzindrolo,6_sigulula,3_salani,2_mavionho,1_mihili,4_dzipata,5_dzipata",,9,"56_mavandzi,53_masaba,50_dzindrolo,6_sigulula,3_salani,2_mavionho,1_mihili,4_dzipata,5_dzipata","53_masaba,56_mavandzi,2_mavionho,3_salani,1_mihili,6_sigulula,4_dzipata,5_dzipata,50_dzindrolo",10/13/2022 7:52:55 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34434586,-23.98787196,no,yes
390,391,b4164e1b-62a0-44f3-9203-6abe0d7c7c94,sim,homen,madava,,sim,gamboa,,gamboa,nao,,,0,"52_gihologo,56_mavandzi,53_masaba",,3,"52_gihologo,56_mavandzi,53_masaba","53_masaba,56_mavandzi,52_gihologo",10/13/2022 7:52:56 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34434714,-23.98788341,no,yes
391,392,a0b47cf7-f69e-4ac1-ad1b-486bab233bda,sim,mulher,madava,,sim,"gamboa,tarrafa",,"tarrafa,gamboa",sim,,homens_adultos,1,"56_mavandzi,53_masaba,50_dzindrolo,52_gihologo",,4,"56_mavandzi,53_masaba,50_dzindrolo,52_gihologo","56_mavandzi,53_masaba,52_gihologo,50_dzindrolo",10/13/2022 7:52:57 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.344355,-23.98788388,no,yes
392,393,31c093f0-d183-4585-b80c-eabdc177477d,sim,mulher,madava,,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"53_masaba,56_mavandzi,58_mitifa,49_lidume,52_gihologo",peixe vermelho,5,"53_masaba,56_mavandzi,58_mitifa,49_lidume,52_gihologo","53_masaba,56_mavandzi,52_gihologo,58_mitifa,49_lidume",10/13/2022 7:52:58 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,0.0,0.0,no,yes
393,394,e069d975-e201-467d-8522-13a7f1029f5f,sim,mulher,madava,,sim,rec,,rec,nao,,,0,56_mavandzi,,1,56_mavandzi,56_mavandzi,10/13/2022 7:53:00 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34435315,-23.98789217,yes,no
394,395,a7e7d5ee-38a1-4207-b63e-88675e66b767,sim,mulher,madava,,sim,"gamboa,tarrafa",,"gamboa,tarrafa",sim,,homens_adultos,1,"56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,58_mitifa",,5,"56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,58_mitifa","52_gihologo,50_dzindrolo,56_mavandzi,53_masaba,58_mitifa",10/13/2022 7:53:01 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,mitagala = mitifa,madava,35.34436297,-23.98791262,no,yes
395,396,bc14e864-b582-4045-9774-49c18c7b1069,sim,mulher,madava,,sim,gamboa,,gamboa,nao,,,0,"56_mavandzi,53_masaba,52_gihologo",,3,"56_mavandzi,53_masaba,52_gihologo","53_masaba,56_mavandzi,52_gihologo",10/13/2022 7:53:02 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34435893,-23.98788212,no,yes
396,397,4e79d645-b9ac-497a-9c84-57b8114a54dc,sim,mulher,madava,,sim,gamboa,,gamboa,sim,,homens_adultos,1,"56_mavandzi,52_gihologo,53_masaba,50_dzindrolo,58_mitifa",,5,"56_mavandzi,52_gihologo,53_masaba,50_dzindrolo,58_mitifa","56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,58_mitifa",10/13/2022 7:53:03 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34435803,-23.98787993,no,yes
397,398,96f16708-06b4-4549-80aa-3e2c10905779,sim,mulher,malehice_nhanala,,sim,gamboa,,gamboa,nao,,,0,"56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,58_mitifa",,5,"56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,58_mitifa","56_mavandzi,53_masaba,52_gihologo,50_dzindrolo,58_mitifa",10/14/2022 5:39:13 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34435473,-23.98786677,no,yes
398,399,62e1fd24-957a-4bdf-829f-ed62c96172e5,sim,mulher,madava,,sim,"gamboa,tarrafa",,"gamboa,tarrafa",nao,,,0,"53_masaba,56_mavandzi,52_gihologo,58_mitifa,50_dzindrolo",,5,"53_masaba,56_mavandzi,52_gihologo,58_mitifa,50_dzindrolo","53_masaba,56_mavandzi,52_gihologo,50_dzindrolo,58_mitifa",10/14/2022 5:39:15 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.34434967,-23.98786541,no,yes
399,400,7e7519a4-295d-48ce-8844-c789f7538091,sim,homen,nhamaxaxa,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"28_nharongue,2_mavionho,6_sigulula,8_tendre,4_dzipata,5_dzipata,50_dzindrolo,1_mihili",,8,"28_nharongue,2_mavionho,6_sigulula,8_tendre,4_dzipata,5_dzipata,50_dzindrolo,1_mihili","1_mihili,28_nharongue,8_tendre,6_sigulula,2_mavionho,50_dzindrolo,4_dzipata,5_dzipata",10/15/2022 7:16:31 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhamaxaxa,35.35427735,-23.79824486,no,yes
400,401,1bf282a3-1d8c-4ed5-8aae-7cdbfb14a8b5,sim,homen,nhamaxaxa,,sim,linha,,linha,nao,,,0,"1_mihili,9_tsongua,3_salani,6_sigulula,4_dzipata,5_dzipata",,6,"1_mihili,9_tsongua,3_salani,6_sigulula,4_dzipata,5_dzipata","3_salani,1_mihili,9_tsongua,6_sigulula,4_dzipata,5_dzipata",10/15/2022 7:16:42 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhamaxaxa,35.35427884,-23.79824503,no,yes
401,402,1a029556-f609-4d87-9b95-8278bf972068,sim,homen,outra,nhambiwa,sim,linha,,linha,nao,,,0,"1_mihili,4_dzipata,5_dzipata,6_sigulula,3_salani,9_tsongua",,6,"1_mihili,4_dzipata,5_dzipata,6_sigulula,3_salani,9_tsongua","1_mihili,3_salani,6_sigulula,9_tsongua,4_dzipata,5_dzipata",10/15/2022 7:16:59 AM,rthoms_wri,10/17/2022 7:24:26 AM,rthoms_wri,,,35.35429929,-23.7982397,no,yes
402,403,9f63f98c-8e01-4fc8-ac1a-ca4c392abf51,sim,homen,nhamaxaxa,,sim,linha,,linha,sim,,homens_adultos,1,"1_mihili,2_mavionho,3_salani,6_sigulula,9_tsongua,4_dzipata,5_dzipata",,7,"1_mihili,2_mavionho,3_salani,6_sigulula,9_tsongua,4_dzipata,5_dzipata","1_mihili,3_salani,2_mavionho,6_sigulula,9_tsongua,4_dzipata,5_dzipata",10/15/2022 7:17:12 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhamaxaxa,35.35432333,-23.7982335,no,yes
403,404,a32f3bb3-9444-452a-8304-52f050e935f2,sim,mulher,outra,Giua,sim,rec,,rec,nao,,,0,"78_togoma,50_dzindrolo",,2,"78_togoma,50_dzindrolo","78_togoma,50_dzindrolo",10/15/2022 7:41:05 AM,rthoms_wri,10/17/2022 7:24:50 AM,rthoms_wri,,,0.0,0.0,yes,no
404,405,054c7283-4ecc-45b7-8b64-e67b7a9c1e29,sim,mulher,guitambatune,,sim,rec,,rec,sim,,meninas,1,"50_dzindrolo,77_tsanga,78_togoma",,3,"50_dzindrolo,77_tsanga,78_togoma","50_dzindrolo,78_togoma,77_tsanga",10/15/2022 7:41:07 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,0.0,0.0,yes,no
405,406,14708690-318f-408a-88cb-3f567b66301b,sim,homen,guitambatune,,sim,giola,,giola,sim,,mulheres_adultos,1,"20_gitongwe,24_nhabugue,9_tsongua,21_mbabe,56_mavandzi",,5,"20_gitongwe,24_nhabugue,9_tsongua,21_mbabe,56_mavandzi","20_gitongwe,24_nhabugue,9_tsongua,21_mbabe,56_mavandzi",10/15/2022 7:41:09 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.3884108,-23.939872,no,yes
406,407,c4473e57-a331-47bd-804e-277d05484bc2,sim,mulher,guitambatune,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,"meninas,meninos",2,"50_dzindrolo,78_togoma,56_mavandzi",,3,"50_dzindrolo,78_togoma,56_mavandzi","56_mavandzi,78_togoma,50_dzindrolo",10/15/2022 7:41:11 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.388706,-23.93866,yes,no
407,408,70cfc495-f210-4c5c-9955-f7f73e2c9e89,sim,mulher,guitambatune,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,"mulheres_adultos,meninas,meninos,homens_adultos",4,"50_dzindrolo,78_togoma,73_nhatogue,56_mavandzi,70_nhakumbe",,5,"50_dzindrolo,78_togoma,73_nhatogue,56_mavandzi,70_nhakumbe","50_dzindrolo,78_togoma,56_mavandzi,73_nhatogue,70_nhakumbe",10/15/2022 7:41:13 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.382926,-23.93953,yes,no
408,409,f9a1704f-90ec-463a-8eac-0f3e7bd84b4e,sim,mulher,guitambatune,,sim,rec,,rec,nao,,,0,70_nhakumbe,,1,70_nhakumbe,70_nhakumbe,10/15/2022 7:41:14 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,0.0,0.0,yes,no
409,410,bd52e28a-b9f4-4705-bfb2-9806e35b161c,sim,homen,malembuane,,sim,rede_emalhar,,rede_emalhar,sim,,meninos,1,"56_mavandzi,50_dzindrolo,54_honho,28_nharongue,52_gihologo",,5,"56_mavandzi,50_dzindrolo,54_honho,28_nharongue,52_gihologo","56_mavandzi,28_nharongue,54_honho,50_dzindrolo,52_gihologo",10/15/2022 7:41:16 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.38,-23.935786,no,yes
410,411,e6143eff-8314-43fe-a849-4ab79591a487,sim,homen,malembuane,,sim,gamboa,,gamboa,sim,,mulheres_adultos,1,"50_dzindrolo,5_dzipata,21_mbabe,6_sigulula,55_gudua",,5,"50_dzindrolo,5_dzipata,21_mbabe,6_sigulula,55_gudua","55_gudua,21_mbabe,50_dzindrolo,6_sigulula,5_dzipata",10/15/2022 7:41:17 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.389994,-23.933404,no,yes
411,412,bc350b89-00e8-40fc-90c0-bc96e28911f3,sim,mulher,marrambone,,sim,"rec,tarrafa",,"rec,tarrafa",nao,,,0,"60_matewo,63_nhamunhe,50_dzindrolo,71_nhasastani,56_mavandzi,61_mapalo_mavalo",,6,"60_matewo,63_nhamunhe,50_dzindrolo,71_nhasastani,56_mavandzi,61_mapalo_mavalo","50_dzindrolo,56_mavandzi,61_mapalo_mavalo,60_matewo,63_nhamunhe,71_nhasastani",10/16/2022 8:22:07 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,marrambone,0.0,0.0,yes,no
412,413,4726f256-f051-4e88-82fa-83f50b75000f,sim,mulher,marrambone,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,homens_adultos,1,"21_mbabe,56_mavandzi,4_dzipata,5_dzipata,3_salani,63_nhamunhe,71_nhasastani",,7,"21_mbabe,56_mavandzi,4_dzipata,5_dzipata,3_salani,63_nhamunhe,71_nhasastani","3_salani,21_mbabe,4_dzipata,5_dzipata,56_mavandzi,63_nhamunhe,71_nhasastani",10/16/2022 8:22:10 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,marrambone,0.0,0.0,yes,no
413,414,cca39107-6996-4108-8beb-7eb80851573b,sim,mulher,marrambone,,sim,"tarrafa,rec",,"tarrafa,rec",nao,,,0,"50_dzindrolo,56_mavandzi,60_matewo,63_nhamunhe",,4,"50_dzindrolo,56_mavandzi,60_matewo,63_nhamunhe","56_mavandzi,60_matewo,50_dzindrolo,63_nhamunhe",10/16/2022 8:22:11 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,marrambone,0.0,0.0,yes,no
