,ObjectID,GlobalID,consent,genero,bairro,bairro_outro,is_fisher,arte,arte_outra,arte_princip,familia_pesc,switch,familia_groupos,familia_artes_count,prod,prod_outra,prod_count,prod_list,prod_ordered,CreationDate,Creator,EditDate,Editor,Apontamentos,ccp,x,y,gleaner,fisher
268,269,fcbef6de-ed9d-422a-b15b-92239618a222,sim,homen,ilha_grande,,sim,"tarrafa,giola",,"tarrafa,giola",sim,,"homens_adultos,mulheres_adultos",2,"5_dzipata,50_dzindrolo,61_mapalo_mavalo,60_matewo,56_mavandzi,66_mahoma_sikuilivita,11_sardinha_mboweni,21_mbabe,24_nhabugue",,9,"5_dzipata,50_dzindrolo,61_mapalo_mavalo,60_matewo,56_mavandzi,66_mahoma_sikuilivita,11_sardinha_mboweni,21_mbabe,24_nhabugue","56_mavandzi,61_mapalo_mavalo,5_dzipata,11_sardinha_mboweni,21_mbabe,24_nhabugue,60_matewo,66_mahoma_sikuilivita,50_dzindrolo",10/5/2022 1:56:29 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
269,270,5f64d50d-0aae-46ec-a2fb-5ebc1ffd1f10,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,"meninas,meninos",2,"60_matewo,56_mavandzi,61_mapalo_mavalo,50_dzindrolo",,4,"60_matewo,56_mavandzi,61_mapalo_mavalo,50_dzindrolo","56_mavandzi,61_mapalo_mavalo,60_matewo,50_dzindrolo",10/5/2022 1:56:31 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
270,271,8a44db60-431c-41cb-aa91-888a7da0bd2b,sim,mulher,ilha_grande,,sim,rec,,rec,sim,,meninas,1,"56_mavandzi,60_matewo,61_mapalo_mavalo,50_dzindrolo",,4,"56_mavandzi,60_matewo,61_mapalo_mavalo,50_dzindrolo","56_mavandzi,61_mapalo_mavalo,50_dzindrolo,60_matewo",10/5/2022 1:56:34 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
271,272,be7ea5ca-174e-4a1e-bc29-5bfb19f8d2d5,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,homens_adultos,1,"50_dzindrolo,56_mavandzi,63_nhamunhe,71_nhasastani,54_honho,7_carapo_tara",,6,"50_dzindrolo,56_mavandzi,63_nhamunhe,71_nhasastani,54_honho,7_carapo_tara","56_mavandzi,50_dzindrolo,7_carapo_tara,54_honho,63_nhamunhe,71_nhasastani",10/5/2022 1:56:36 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
272,273,2f94fe15-3a03-48da-9121-aecfdd7322e5,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,homens_adultos,1,"56_mavandzi,50_dzindrolo,60_matewo,61_mapalo_mavalo,71_nhasastani,5_dzipata,24_nhabugue,2_mavionho,9_tsongua",,9,"56_mavandzi,50_dzindrolo,60_matewo,61_mapalo_mavalo,71_nhasastani,5_dzipata,24_nhabugue,2_mavionho,9_tsongua","56_mavandzi,61_mapalo_mavalo,50_dzindrolo,60_matewo,71_nhasastani,9_tsongua,5_dzipata,24_nhabugue,2_mavionho",10/5/2022 1:56:37 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,35.38818187,-23.92928652,yes,no
273,274,c292a750-a6e1-4e76-9afe-6b6ab4a5003b,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,mulheres_adultos,1,"60_matewo,61_mapalo_mavalo,71_nhasastani,63_nhamunhe,56_mavandzi,50_dzindrolo,52_gihologo,78_togoma,66_mahoma_sikuilivita",,9,"60_matewo,61_mapalo_mavalo,71_nhasastani,63_nhamunhe,56_mavandzi,50_dzindrolo,52_gihologo,78_togoma,66_mahoma_sikuilivita","56_mavandzi,60_matewo,61_mapalo_mavalo,71_nhasastani,63_nhamunhe,50_dzindrolo,52_gihologo,78_togoma,66_mahoma_sikuilivita",10/5/2022 1:56:38 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
274,275,493c7b49-28e8-490b-80d4-f0ef6cf042e4,sim,homen,ilha_pequena,,sim,"rec,tarrafa,rede_emalhar",,"tarrafa,rec,rede_emalhar",sim,,"mulheres_adultos,meninas,meninos",3,"56_mavandzi,1_mihili,6_sigulula,2_mavionho,50_dzindrolo,52_gihologo,74_makolo,76_marengue,5_dzipata",,9,"56_mavandzi,1_mihili,6_sigulula,2_mavionho,50_dzindrolo,52_gihologo,74_makolo,76_marengue,5_dzipata","56_mavandzi,1_mihili,6_sigulula,2_mavionho,5_dzipata,52_gihologo,50_dzindrolo,74_makolo,76_marengue",10/5/2022 1:56:39 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
275,276,caa3fb3c-f881-4e93-b354-a9b914780af2,sim,homen,ilha_pequena,,sim,"tarrafa,rede_emalhar",,"tarrafa,rede_emalhar",sim,,"mulheres_adultos,meninos,meninas",3,"56_mavandzi,50_dzindrolo,5_dzipata,6_sigulula,1_mihili,71_nhasastani,63_nhamunhe,74_makolo,67_giredenene",,9,"56_mavandzi,50_dzindrolo,5_dzipata,6_sigulula,1_mihili,71_nhasastani,63_nhamunhe,74_makolo,67_giredenene","56_mavandzi,1_mihili,5_dzipata,6_sigulula,50_dzindrolo,71_nhasastani,63_nhamunhe,74_makolo,67_giredenene",10/5/2022 1:56:40 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
276,277,0b047e28-b454-45e3-8a1d-d917b19d2dd0,sim,homen,ilha_pequena,,sim,"tarrafa,rede_emalhar",,"tarrafa,rede_emalhar",sim,,"homens_adultos,mulheres_adultos,meninas",3,"56_mavandzi,4_dzipata,21_mbabe,8_tendre,50_dzindrolo,65_nhandrendre",,6,"56_mavandzi,4_dzipata,21_mbabe,8_tendre,50_dzindrolo,65_nhandrendre","56_mavandzi,4_dzipata,21_mbabe,8_tendre,50_dzindrolo,65_nhandrendre",10/5/2022 1:56:41 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
277,278,af50df4d-a503-4b53-86a1-77592a80596c,sim,mulher,ilha_pequena,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,homens_adultos,1,"28_nharongue,3_salani,50_dzindrolo,56_mavandzi",,4,"28_nharongue,3_salani,50_dzindrolo,56_mavandzi","56_mavandzi,3_salani,50_dzindrolo,28_nharongue",10/5/2022 1:56:42 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
278,279,eb983a39-3186-47f4-963c-2bfff5e127aa,sim,homen,ilha_pequena,,sim,"rede_emalhar,tarrafa",,"rede_emalhar,tarrafa",sim,,"homens_adultos,mulheres_adultos,meninos",3,"60_matewo,56_mavandzi,1_mihili,4_dzipata,8_tendre,50_dzindrolo,52_gihologo,76_marengue,61_mapalo_mavalo",,9,"60_matewo,56_mavandzi,1_mihili,4_dzipata,8_tendre,50_dzindrolo,52_gihologo,76_marengue,61_mapalo_mavalo","60_matewo,56_mavandzi,1_mihili,8_tendre,61_mapalo_mavalo,50_dzindrolo,4_dzipata,52_gihologo,76_marengue",10/5/2022 1:56:44 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
279,280,9b77241c-8125-410d-bdcc-7980e4cac301,sim,homen,ilha_pequena,,sim,"tarrafa,rede_emalhar",,"tarrafa,rede_emalhar",sim,,mulheres_adultos,1,"24_nhabugue,21_mbabe,7_carapo_tara,54_honho,56_mavandzi,55_gudua,71_nhasastani,76_marengue,8_tendre",,9,"24_nhabugue,21_mbabe,7_carapo_tara,54_honho,56_mavandzi,55_gudua,71_nhasastani,76_marengue,8_tendre","56_mavandzi,24_nhabugue,21_mbabe,7_carapo_tara,54_honho,55_gudua,8_tendre,71_nhasastani,76_marengue",10/5/2022 1:56:45 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
280,281,8bd993b8-b89f-4092-8adb-7838f454030f,sim,mulher,ilha_pequena,,sim,"rec,tarrafa,rede_emalhar",,"tarrafa,rec,rede_emalhar",sim,,homens_adultos,1,"4_dzipata,56_mavandzi,60_matewo,50_dzindrolo,61_mapalo_mavalo,3_salani,9_tsongua,7_carapo_tara,34_sikwalala",,9,"4_dzipata,56_mavandzi,60_matewo,50_dzindrolo,61_mapalo_mavalo,3_salani,9_tsongua,7_carapo_tara,34_sikwalala","60_matewo,56_mavandzi,4_dzipata,3_salani,9_tsongua,7_carapo_tara,34_sikwalala,50_dzindrolo,61_mapalo_mavalo",10/5/2022 1:56:47 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
281,282,39163269-5081-4641-bf00-9a94c08d2e8f,sim,mulher,ilha_pequena,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,meninos,1,"56_mavandzi,61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita,2_mavionho,1_mihili",,6,"56_mavandzi,61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita,2_mavionho,1_mihili","56_mavandzi,61_mapalo_mavalo,60_matewo,2_mavionho,66_mahoma_sikuilivita,1_mihili",10/5/2022 1:56:48 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
282,283,8e8217b1-0b41-45e9-9fc1-feb6781c1ede,sim,homen,ilha_grande,,sim,"tarrafa,rede_emalhar",,"tarrafa,rede_emalhar",sim,,"homens_adultos,mulheres_adultos,meninas",3,"56_mavandzi,1_mihili,60_matewo,50_dzindrolo,52_gihologo,78_togoma,2_mavionho,4_dzipata,20_gitongwe",,9,"56_mavandzi,1_mihili,60_matewo,50_dzindrolo,52_gihologo,78_togoma,2_mavionho,4_dzipata,20_gitongwe","56_mavandzi,2_mavionho,1_mihili,60_matewo,4_dzipata,50_dzindrolo,52_gihologo,78_togoma,20_gitongwe",10/5/2022 1:56:49 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
283,284,17e5761e-0cbd-4436-a587-9b2a8d7b41d0,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,meninas,1,"61_mapalo_mavalo,60_matewo,50_dzindrolo,56_mavandzi,63_nhamunhe,62_giralakhokho,78_togoma,74_makolo,37_nhakusi,31_nhakomi_ligaragara",,10,"61_mapalo_mavalo,60_matewo,50_dzindrolo,56_mavandzi,63_nhamunhe,62_giralakhokho,78_togoma,74_makolo,37_nhakusi,31_nhakomi_ligaragara","56_mavandzi,60_matewo,61_mapalo_mavalo,50_dzindrolo,63_nhamunhe,62_giralakhokho,78_togoma,74_makolo,31_nhakomi_ligaragara,37_nhakusi",10/5/2022 1:56:51 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
284,285,828a39ea-a355-4930-8051-df26e287f3ad,sim,mulher,ilha_grande,,sim,"tarrafa,rec",,"tarrafa,rec",nao,,,0,"61_mapalo_mavalo,56_mavandzi,60_matewo,66_mahoma_sikuilivita",,4,"61_mapalo_mavalo,56_mavandzi,60_matewo,66_mahoma_sikuilivita","61_mapalo_mavalo,56_mavandzi,60_matewo,66_mahoma_sikuilivita",10/5/2022 1:56:52 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
285,286,25b3ee7c-a5da-4824-812c-88c18c1b78d9,sim,mulher,ilha_grande,,sim,"tarrafa,rec",,"tarrafa,rec",sim,,mulheres_adultos,1,"61_mapalo_mavalo,60_matewo,56_mavandzi,50_dzindrolo,19_mifiti,30_kuku,4_dzipata,24_nhabugue",,8,"61_mapalo_mavalo,60_matewo,56_mavandzi,50_dzindrolo,19_mifiti,30_kuku,4_dzipata,24_nhabugue","61_mapalo_mavalo,60_matewo,56_mavandzi,50_dzindrolo,4_dzipata,19_mifiti,24_nhabugue,30_kuku",10/5/2022 1:56:53 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
286,287,d669ccb0-0ba6-4ebd-a718-32a590c5482e,sim,homen,ilha_grande,,sim,tarrafa,,tarrafa,nao,,,0,"56_mavandzi,1_mihili,6_sigulula,7_carapo_tara,3_salani,21_mbabe",,6,"56_mavandzi,1_mihili,6_sigulula,7_carapo_tara,3_salani,21_mbabe","56_mavandzi,6_sigulula,1_mihili,7_carapo_tara,3_salani,21_mbabe",10/5/2022 1:56:54 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
287,288,8663b7b9-e326-4c93-9387-b57adf7b2006,sim,homen,ilha_grande,,sim,"tarrafa,linha",,"tarrafa,linha",sim,,"mulheres_adultos,meninos",2,"6_sigulula,1_mihili,3_salani,27_korea,60_matewo,66_mahoma_sikuilivita,78_togoma,56_mavandzi",,8,"6_sigulula,1_mihili,3_salani,27_korea,60_matewo,66_mahoma_sikuilivita,78_togoma,56_mavandzi","6_sigulula,1_mihili,3_salani,27_korea,56_mavandzi,60_matewo,78_togoma,66_mahoma_sikuilivita",10/5/2022 1:56:55 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
288,289,91fd2ce9-729c-427f-9ee3-2e1993a074c5,sim,homen,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,"mulheres_adultos,meninos,meninas",3,"56_mavandzi,60_matewo,66_mahoma_sikuilivita,78_togoma,50_dzindrolo",,5,"56_mavandzi,60_matewo,66_mahoma_sikuilivita,78_togoma,50_dzindrolo","56_mavandzi,60_matewo,66_mahoma_sikuilivita,78_togoma,50_dzindrolo",10/5/2022 1:56:56 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
289,290,90a94cba-8928-4295-9067-3e47443f0468,sim,homen,ilha_grande,,sim,tarrafa,,tarrafa,sim,,"mulheres_adultos,meninos,meninas",3,"56_mavandzi,50_dzindrolo,61_mapalo_mavalo",,3,"56_mavandzi,50_dzindrolo,61_mapalo_mavalo","56_mavandzi,61_mapalo_mavalo,50_dzindrolo",10/5/2022 1:56:57 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
290,291,091e51e9-3c51-4762-892a-b5af02e9e39f,sim,homen,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,"mulheres_adultos,meninas",2,"56_mavandzi,60_matewo,50_dzindrolo,78_togoma,63_nhamunhe,61_mapalo_mavalo,71_nhasastani,69_simbatsani",,8,"56_mavandzi,60_matewo,50_dzindrolo,78_togoma,63_nhamunhe,61_mapalo_mavalo,71_nhasastani,69_simbatsani","56_mavandzi,61_mapalo_mavalo,60_matewo,50_dzindrolo,78_togoma,63_nhamunhe,71_nhasastani,69_simbatsani",10/5/2022 1:56:58 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
291,292,16eae11b-1425-43a7-bc44-da06846d849d,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,homens_adultos,1,"66_mahoma_sikuilivita,61_mapalo_mavalo,60_matewo,78_togoma,63_nhamunhe,56_mavandzi,26_kolokolo,27_korea,11_sardinha_mboweni,19_mifiti,75_nvuma,67_giredenene",,12,"66_mahoma_sikuilivita,61_mapalo_mavalo,60_matewo,78_togoma,63_nhamunhe,56_mavandzi,26_kolokolo,27_korea,11_sardinha_mboweni,19_mifiti,75_nvuma,67_giredenene","56_mavandzi,60_matewo,61_mapalo_mavalo,11_sardinha_mboweni,19_mifiti,26_kolokolo,27_korea,63_nhamunhe,66_mahoma_sikuilivita,78_togoma,67_giredenene,75_nvuma",10/5/2022 1:57:00 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
292,293,5d57924a-5f23-485e-b54a-b61c75eaa3f6,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,homens_adultos,1,56_mavandzi,,1,56_mavandzi,,10/5/2022 1:57:02 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
293,294,94763912-0e6d-4268-8351-b57570c67f48,sim,mulher,ilha_grande,,sim,rec,,rec,sim,,homens_adultos,1,"4_dzipata,1_mihili,6_sigulula,3_salani,2_mavionho,61_mapalo_mavalo",,6,"4_dzipata,1_mihili,6_sigulula,3_salani,2_mavionho,61_mapalo_mavalo","61_mapalo_mavalo,1_mihili,6_sigulula,3_salani,2_mavionho,4_dzipata",10/5/2022 1:57:03 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
294,295,4d28a924-d2b1-418e-9f4d-aaab19cecf43,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,homens_adultos,1,"50_dzindrolo,56_mavandzi,32_xereua,10_tsava,60_matewo,61_mapalo_mavalo",,6,"50_dzindrolo,56_mavandzi,32_xereua,10_tsava,60_matewo,61_mapalo_mavalo","56_mavandzi,50_dzindrolo,10_tsava,32_xereua,61_mapalo_mavalo,60_matewo",10/5/2022 1:57:05 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
295,296,98aa6f83-ace6-491c-b99a-9dc3fdb3486e,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",nao,,,0,"66_mahoma_sikuilivita,60_matewo,61_mapalo_mavalo,56_mavandzi",,4,"66_mahoma_sikuilivita,60_matewo,61_mapalo_mavalo,56_mavandzi","56_mavandzi,66_mahoma_sikuilivita,60_matewo,61_mapalo_mavalo",10/5/2022 1:57:06 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
296,297,95692968-72a6-4d0b-9eeb-42bb3857aa0d,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",nao,,,0,"56_mavandzi,61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita",,4,"56_mavandzi,61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita","56_mavandzi,61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita",10/5/2022 1:57:07 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
297,298,c307580b-78da-46b8-acb9-961704fa5d6f,sim,mulher,ilha_grande,,sim,rec,,rec,nao,,,0,"50_dzindrolo,61_mapalo_mavalo,1_mihili,2_mavionho,3_salani,4_dzipata,5_dzipata,6_sigulula,7_carapo_tara,8_tendre,9_tsongua,24_nhabugue",,12,"50_dzindrolo,61_mapalo_mavalo,1_mihili,2_mavionho,3_salani,4_dzipata,5_dzipata,6_sigulula,7_carapo_tara,8_tendre,9_tsongua,24_nhabugue","50_dzindrolo,61_mapalo_mavalo,1_mihili,2_mavionho,3_salani,4_dzipata,5_dzipata,6_sigulula,7_carapo_tara,8_tendre,9_tsongua,24_nhabugue",10/5/2022 1:57:08 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
298,299,2f67270a-a69b-4182-8b62-4e1618e39741,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,"homens_adultos,mulheres_adultos",2,"56_mavandzi,61_mapalo_mavalo,50_dzindrolo,60_matewo,66_mahoma_sikuilivita",,5,"56_mavandzi,61_mapalo_mavalo,50_dzindrolo,60_matewo,66_mahoma_sikuilivita","56_mavandzi,61_mapalo_mavalo,50_dzindrolo,60_matewo,66_mahoma_sikuilivita",10/5/2022 1:57:09 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
299,300,8035bf3a-f958-4d2e-98e7-f1b128f9d4f2,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,homens_adultos,1,"56_mavandzi,60_matewo,50_dzindrolo,66_mahoma_sikuilivita,61_mapalo_mavalo,outra",dzindanz,6,"56_mavandzi,60_matewo,50_dzindrolo,66_mahoma_sikuilivita,61_mapalo_mavalo,outra","56_mavandzi,50_dzindrolo,61_mapalo_mavalo,66_mahoma_sikuilivita,outra,60_matewo",10/5/2022 1:57:10 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
300,301,14a13f88-e2dc-43b6-9767-bc6cec45553c,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,meninos,1,56_mavandzi,,1,56_mavandzi,56_mavandzi,10/5/2022 1:57:11 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
301,302,2d02cf27-213c-482a-97f3-6bcf70ede3ce,sim,mulher,ilha_grande,,nao,,,,sim,,meninas,1,"61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita",,3,"61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita","61_mapalo_mavalo,60_matewo,66_mahoma_sikuilivita",10/5/2022 1:57:12 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,no
302,303,85dc8ff0-193f-4530-af80-777c0193992e,sim,homen,ilha_grande,,sim,"tarrafa,rede_emalhar,giola",,"rede_emalhar,tarrafa,giola",sim,,mulheres_adultos,1,"56_mavandzi,3_salani,6_sigulula,1_mihili,9_tsongua,24_nhabugue,32_xereua,4_dzipata",,8,"56_mavandzi,3_salani,6_sigulula,1_mihili,9_tsongua,24_nhabugue,32_xereua,4_dzipata","56_mavandzi,3_salani,6_sigulula,1_mihili,32_xereua,9_tsongua,24_nhabugue,4_dzipata",10/5/2022 1:57:13 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
303,304,a41d10fb-288d-4e20-96f2-b07305937b4c,sim,mulher,ilha_grande,,sim,"rec,tarrafa",,"rec,tarrafa",sim,,"mulheres_adultos,meninos",2,"56_mavandzi,50_dzindrolo",,2,"56_mavandzi,50_dzindrolo","50_dzindrolo,56_mavandzi",10/5/2022 1:57:14 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,yes,no
304,305,1d3e4cce-eec6-4afa-96b2-4183c01da4e3,sim,homen,ilha_grande,,sim,"tarrafa,gamboa",,"gamboa,tarrafa",sim,,"mulheres_adultos,meninas",2,"27_korea,30_kuku,24_nhabugue,16_tsogola,20_gitongwe,10_tsava,56_mavandzi,50_dzindrolo,54_honho",,9,"27_korea,30_kuku,24_nhabugue,16_tsogola,20_gitongwe,10_tsava,56_mavandzi,50_dzindrolo,54_honho","30_kuku,27_korea,24_nhabugue,16_tsogola,20_gitongwe,10_tsava,56_mavandzi,50_dzindrolo,54_honho",10/5/2022 1:57:16 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
305,306,84311cbd-29bb-4828-83e6-cddd3cc1f4c5,sim,homen,ilha_grande,,sim,rede_emalhar,,rede_emalhar,sim,,"mulheres_adultos,meninas",2,"56_mavandzi,30_kuku,21_mbabe,4_dzipata,19_mifiti,50_dzindrolo,60_matewo,61_mapalo_mavalo,66_mahoma_sikuilivita,54_honho",,10,"56_mavandzi,30_kuku,21_mbabe,4_dzipata,19_mifiti,50_dzindrolo,60_matewo,61_mapalo_mavalo,66_mahoma_sikuilivita,54_honho","56_mavandzi,21_mbabe,30_kuku,19_mifiti,4_dzipata,61_mapalo_mavalo,60_matewo,54_honho,66_mahoma_sikuilivita,50_dzindrolo",10/5/2022 1:57:17 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,ilha,0.0,0.0,no,yes
306,307,53028d5e-f6d3-48e3-b106-ce78a22e0d72,sim,homen,guitambatune,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"4_dzipata,8_tendre,6_sigulula,1_mihili,28_nharongue",,5,"4_dzipata,8_tendre,6_sigulula,1_mihili,28_nharongue","28_nharongue,1_mihili,4_dzipata,8_tendre,6_sigulula",10/5/2022 2:19:47 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,0.0,0.0,no,yes
307,308,449423b7-07d0-436c-ae02-7ccc74deb74a,sim,mulher,kuguana,,sim,rede_arrasto,,rede_arrasto,sim,,homens_adultos,1,"56_mavandzi,55_gudua,54_honho,1_mihili,6_sigulula,15_nhakomani,3_salani,11_sardinha_mboweni,5_dzipata",,9,"56_mavandzi,55_gudua,54_honho,1_mihili,6_sigulula,15_nhakomani,3_salani,11_sardinha_mboweni,5_dzipata","56_mavandzi,55_gudua,54_honho,1_mihili,6_sigulula,3_salani,15_nhakomani,11_sardinha_mboweni,5_dzipata",10/5/2022 2:19:50 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,0.0,0.0,no,yes
308,309,2acb079f-7890-4f72-8dbc-c894d3c5749f,sim,mulher,kuguana,,sim,rec,,rec,sim,,homens_adultos,1,"69_simbatsani,73_nhatogue,53_masaba,55_gudua,50_dzindrolo,3_salani,32_xereua,8_tendre,5_dzipata",,9,"69_simbatsani,73_nhatogue,53_masaba,55_gudua,50_dzindrolo,3_salani,32_xereua,8_tendre,5_dzipata","53_masaba,32_xereua,3_salani,8_tendre,69_simbatsani,73_nhatogue,55_gudua,50_dzindrolo,5_dzipata",10/5/2022 2:19:51 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,kuguana,0.0,0.0,yes,no
309,310,8356fe91-66aa-4149-a590-c1a036464621,sim,homen,chamane,,sim,gamboa,,gamboa,sim,,"mulheres_adultos,meninas,meninos",3,"3_salani,6_sigulula,2_mavionho,12_xereua,32_xereua,56_mavandzi,50_dzindrolo,51_gingave",,8,"3_salani,6_sigulula,2_mavionho,12_xereua,32_xereua,56_mavandzi,50_dzindrolo,51_gingave","2_mavionho,3_salani,56_mavandzi,6_sigulula,12_xereua,32_xereua,50_dzindrolo,51_gingave",10/6/2022 1:02:56 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44709787,-23.87607422,no,yes
310,311,adb5ca84-a7ba-4106-b491-14c3f6ef89c1,sim,homen,muele_3,,sim,linha,,linha,nao,,,0,"1_mihili,2_mavionho,3_salani,6_sigulula",,4,"1_mihili,2_mavionho,3_salani,6_sigulula","1_mihili,2_mavionho,6_sigulula,3_salani",10/6/2022 1:02:57 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44709201,-23.8760832,no,yes
311,312,13e9845c-ac2b-434c-acaa-e4ce53962606,sim,mulher,chamane,,sim,linha,,linha,nao,,,0,"3_salani,2_mavionho,1_mihili,6_sigulula",,4,"3_salani,2_mavionho,1_mihili,6_sigulula","2_mavionho,1_mihili,3_salani,6_sigulula",10/6/2022 1:02:58 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,0.0,0.0,no,yes
